variant,gene,type,level of evidence,chemicals,phenotypes,Entry,Entry name,Protein names,Gene names,Protein families,Gene names  (primary ),rsID,gnomAD_AF,consequence,SequenceNumber,naa,oaa
rs6551665,ADGRL3,Efficacy,3,methylphenidate,Attention Deficit Disorder with Hyperactivity,Q9HAR2,AGRL3_HUMAN,Adhesion G protein-coupled receptor L3 (Calcium-independent alpha-latrotoxin receptor 3) (CIRL-3) (Latrophilin-3) (Lectomedin-3),ADGRL3 KIAA0768 LEC3 LPHN3,"G-protein coupled receptor 2 family, LN-TM7 subfamily",ADGRL3,rs6551665,0.414,intron,,,
rs12050217,BDKRB1,Efficacy,3,perindopril,Coronary Artery Disease,P46663,BKRB1_HUMAN,B1 bradykinin receptor (B1R) (BK-1 receptor),BDKRB1 BRADYB1,"G-protein coupled receptor 1 family, Bradykinin receptor subfamily, BDKRB1 sub-subfamily",BDKRB1,rs12050217,0.216,"['regulatory', 'intron', 'intron', 'intron,nc']",,,
rs16909440,OR52E2,Efficacy,3,lithium,Bipolar Disorder,Q8NGJ4,O52E2_HUMAN,Olfactory receptor 52E2,OR52E2,G-protein coupled receptor 1 family,OR52E2,rs16909440,0.311,missense,5.0,S,N
rs7772821,TAAR6,Efficacy,3,corticosteroids,Asthma,Q96RI8,TAAR6_HUMAN,Trace amine-associated receptor 6 (TaR-6) (Trace amine receptor 6) (Trace amine receptor 4) (TaR-4),TAAR6 TA4 TAR4 TRAR4,G-protein coupled receptor 1 family,TAAR6,rs7772821,3.18959e-05,downstream,,,
rs4305746,TAAR6,Efficacy,3,aripiprazole,Schizophrenia,Q96RI8,TAAR6_HUMAN,Trace amine-associated receptor 6 (TaR-6) (Trace amine receptor 6) (Trace amine receptor 4) (TaR-4),TAAR6 TA4 TAR4 TRAR4,G-protein coupled receptor 1 family,TAAR6,rs4305746,0.456,downstream,,,
rs2717162,GALR1,Efficacy,3,bupropion,Tobacco Use Disorder,P47211,GALR1_HUMAN,Galanin receptor type 1 (GAL1-R) (GALR-1),GALR1 GALNR GALNR1,G-protein coupled receptor 1 family,GALR1,rs2717162,0.293,intron,,,
rs2717162,GALR1,Efficacy,3,nicotine,Tobacco Use Disorder,P47211,GALR1_HUMAN,Galanin receptor type 1 (GAL1-R) (GALR-1),GALR1 GALNR GALNR1,G-protein coupled receptor 1 family,GALR1,rs2717162,0.293,intron,,,
rs324650,CHRM2,Other,3,nicotine,Tobacco Use Disorder,P08172,ACM2_HUMAN,Muscarinic acetylcholine receptor M2,CHRM2,"G-protein coupled receptor 1 family, Muscarinic acetylcholine receptor subfamily, CHRM2 sub-subfamily",CHRM2,rs324650,0.443,"['intron', 'intron,nc']",,,
rs3766355,PTGFR,Efficacy,3,latanoprost,"Glaucoma, Open-Angle",P43088,PF2R_HUMAN,Prostaglandin F2-alpha receptor (PGF receptor) (PGF2-alpha receptor) (Prostanoid FP receptor),PTGFR,G-protein coupled receptor 1 family,PTGFR,rs3766355,0.210054,"['regulatory', 'intron']",,,
rs3753380,PTGFR,Efficacy,3,latanoprost,"Glaucoma, Open-Angle",P43088,PF2R_HUMAN,Prostaglandin F2-alpha receptor (PGF receptor) (PGF2-alpha receptor) (Prostanoid FP receptor),PTGFR,G-protein coupled receptor 1 family,PTGFR,rs3753380,0.22,upstream_transcript_variant,,,
rs2228014,CXCR4,Efficacy,3,bevacizumab,Colorectal Neoplasms,P61073,CXCR4_HUMAN,C-X-C chemokine receptor type 4 (CXC-R4) (CXCR-4) (FB22) (Fusin) (HM89) (LCR1) (Leukocyte-derived seven transmembrane domain receptor) (LESTR) (Lipopolysaccharide-associated protein 3) (LAP-3) (LPS-associated protein 3) (NPYRL) (Stromal cell-derived factor 1 receptor) (SDF-1 receptor) (CD antigen CD184),CXCR4,G-protein coupled receptor 1 family,CXCR4,rs2228014,0.034,"['synonymous', 'regulatory']",,,
rs1051660,OPRK1,Toxicity,3,heroin,Heroin Dependence,P41145,OPRK_HUMAN,Kappa-type opioid receptor (K-OR-1) (KOR-1),OPRK1 OPRK,G-protein coupled receptor 1 family,OPRK1,rs1051660,0.0990692,synonymous,,,
rs1051660,OPRK1,Dosage,3,morphine,"Neoplasms,Pain",P41145,OPRK_HUMAN,Kappa-type opioid receptor (K-OR-1) (KOR-1),OPRK1 OPRK,G-protein coupled receptor 1 family,OPRK1,rs1051660,0.0990692,synonymous,,,
rs6473797,OPRK1,Toxicity,3,heroin,Heroin Dependence,P41145,OPRK_HUMAN,Kappa-type opioid receptor (K-OR-1) (KOR-1),OPRK1 OPRK,G-protein coupled receptor 1 family,OPRK1,rs6473797,0.385,"['intron', 'intron,nc']",,,
rs6473797,OPRK1,Toxicity,3,ethanol,Alcoholism,P41145,OPRK_HUMAN,Kappa-type opioid receptor (K-OR-1) (KOR-1),OPRK1 OPRK,G-protein coupled receptor 1 family,OPRK1,rs6473797,0.385,"['intron', 'intron,nc']",,,
rs3802279,OPRK1,Dosage,3,methadone,Heroin Dependence,P41145,OPRK_HUMAN,Kappa-type opioid receptor (K-OR-1) (KOR-1),OPRK1 OPRK,G-protein coupled receptor 1 family,OPRK1,rs3802279,0.179,"['regulatory', '3_prime_UTR', 'intron,nc']",,,
rs3802281,OPRK1,Dosage,3,methadone,Heroin Dependence,P41145,OPRK_HUMAN,Kappa-type opioid receptor (K-OR-1) (KOR-1),OPRK1 OPRK,G-protein coupled receptor 1 family,OPRK1,rs3802281,0.251,"['3_prime_UTR', 'intron,nc']",,,
rs963549,OPRK1,Dosage,3,methadone,Heroin Dependence,P41145,OPRK_HUMAN,Kappa-type opioid receptor (K-OR-1) (KOR-1),OPRK1 OPRK,G-protein coupled receptor 1 family,OPRK1,rs963549,0.244,"['3_prime_UTR', 'intron,nc']",,,
rs702764,OPRK1,Efficacy,3,butorphanol,,P41145,OPRK_HUMAN,Kappa-type opioid receptor (K-OR-1) (KOR-1),OPRK1 OPRK,G-protein coupled receptor 1 family,OPRK1,rs702764,0.224548,"['synonymous', 'intron,nc']",,,
rs4483927,HRH4,Efficacy,3,risperidone,Schizophrenia,Q9H3N8,HRH4_HUMAN,Histamine H4 receptor (H4R) (HH4R) (AXOR35) (G-protein coupled receptor 105) (GPRv53) (Pfi-013) (SP9144),HRH4 GPCR105,G-protein coupled receptor 1 family,HRH4,rs4483927,0.282,intron,,,
rs901865,HRH1,Toxicity,3,desloratadine,"sedation,Urticaria",P35367,HRH1_HUMAN,Histamine H1 receptor (H1R) (HH1R),HRH1,G-protein coupled receptor 1 family,HRH1,rs901865,0.208,"['regulatory', '5_prime_UTR']",,,
rs2229205,OPRL1,Dosage,3,methadone,Heroin Dependence,P41146,OPRX_HUMAN,Nociceptin receptor (Kappa-type 3 opioid receptor) (KOR-3) (Orphanin FQ receptor),OPRL1 OOR ORL1,G-protein coupled receptor 1 family,OPRL1,rs2229205,0.135,synonymous,,,
rs735668,TACR1,Toxicity,3,opioids,Opioid-Related Disorders,P25103,NK1R_HUMAN,Substance-P receptor (SPR) (NK-1 receptor) (NK-1R) (Tachykinin receptor 1),TACR1 NK1R TAC1R,G-protein coupled receptor 1 family,TACR1,rs735668,0.423534,intron,,,
rs1384401,TACR3,Toxicity,3,opioids,Opioid-Related Disorders,P29371,NK3R_HUMAN,Neuromedin-K receptor (NKR) (NK-3 receptor) (NK-3R) (Neurokinin B receptor) (Tachykinin receptor 3),TACR3 NK3R TAC3R,G-protein coupled receptor 1 family,TACR3,rs1384401,0.446,intron,,,
