pdb_code,protein,family,species,preferred_chain,resolution,publication_date,type,state,distance,publication,ligands,signalling_protein
7JHJ,q3ksp2_ebvg,001_012_001_002,Epstein-Barr virus,R,3.2,2021-07-07,Electron microscopy,Active,9.12,https://dx.doi.org/10.1016/J.IMMUNI.2021.06.001,"[{'name': 'Apo (no ligand)', 'type': 'none', 'function': 'Apo (no ligand)'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnai1_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'C'}}}"
6G79,5ht1b_human,001_001_001_002,Homo sapiens,S,3.78,2018-06-20,Electron microscopy,Active,8.9,https://dx.doi.org/10.1038/S41586-018-0241-9,"[{'name': 'Donitriptan', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnao_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
3VG9,aa2ar_human,001_006_001_002,Homo sapiens,A,2.7,2012-02-01,X-ray diffraction,Inactive,-1.2,https://dx.doi.org/10.1038/NATURE10750,"[{'name': 'ZM241385', 'type': 'small molecule', 'function': 'Antagonist'}]",
4MQT,acm2_human,001_001_002_002,Homo sapiens,A,3.7,2013-11-27,X-ray diffraction,Active,8.74,https://dx.doi.org/10.1038/NATURE12735,"[{'name': '2CU', 'type': 'small molecule', 'function': 'PAM'}, {'name': 'Iperoxo', 'type': 'small molecule', 'function': 'Agonist'}]",
5WB1,q80km9_hcmv,001_012_001_001,Human cytomegalovirus,A,3.51,2018-06-13,X-ray diffraction,Active,9.12,https://dx.doi.org/10.7554/ELIFE.35850,[],
5ZKQ,ptafr_human,001_004_007_001,Homo sapiens,B,2.9,2018-06-20,X-ray diffraction,Intermediate,4.76,https://dx.doi.org/10.1038/S41594-018-0068-Y,"[{'name': 'ABT-491', 'type': 'small molecule', 'function': 'Inverse agonist'}]",
5ZBH,npy1r_human,001_002_020_001,Homo sapiens,A,3.0,2018-04-25,X-ray diffraction,Inactive,-0.68,https://dx.doi.org/10.1038/S41586-018-0046-X,"[{'name': 'BMS-193885', 'type': 'small molecule', 'function': 'Antagonist'}]",
5WS3,ox2r_human,001_002_023_002,Homo sapiens,A,2.3,2017-12-13,X-ray diffraction,Inactive,-1.13,https://dx.doi.org/10.1016/J.STR.2017.11.005,"[{'name': 'EMPA', 'type': 'small molecule', 'function': 'Antagonist'}]",
3VW7,par1_human,001_002_026_001,Homo sapiens,A,2.2,2012-12-12,X-ray diffraction,Intermediate,6.18,https://dx.doi.org/10.1038/NATURE11701,"[{'name': 'Vorapaxar', 'type': 'small molecule', 'function': 'Antagonist'}]",
1GZM,opsd_bovin,001_009_001_001,Bos taurus,A,2.65,2003-11-20,X-ray diffraction,Inactive,0.06,https://dx.doi.org/10.1016/J.JMB.2004.08.090,"[{'name': 'Retinal (11-cis)', 'type': 'small molecule', 'function': 'Inverse agonist'}]",
6FUF,opsd_bovin,001_009_001_001,Bos taurus,A,3.12,2018-10-03,X-ray diffraction,Active,8.28,https://dx.doi.org/10.1126/SCIADV.AAT7052,"[{'name': 'Retinal (all-trans)', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnao_human', 'chain': 'B'}}}"
6KP6,acm4_human,001_001_002_004,Homo sapiens,A,3.0,2020-03-11,X-ray diffraction,Inactive,-0.39,https://dx.doi.org/10.1107/S2052252520000597,[],
7MTB,opsd_bovin,001_009_001_001,Bos taurus,R,4.0,2021-07-07,Electron microscopy,Active,8.8,https://dx.doi.org/10.1038/S41586-021-03721-X,"[{'name': 'Retinal (all-trans)', 'type': 'small molecule', 'function': 'Agonist'}]",
6N4B,cnr1_human,001_004_005_001,Homo sapiens,R,3.0,2019-01-30,Electron microscopy,Active,8.26,https://dx.doi.org/10.1016/J.CELL.2018.11.040,"[{'name': 'Fub-mdmb', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnai1_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'C'}}}"
6RZ6,cltr2_human,001_004_002_004,Homo sapiens,A,2.43,2019-12-11,X-ray diffraction,Intermediate,5.04,https://dx.doi.org/10.1038/S41467-019-13348-2,"[{'name': 'ONO-2570366 (C2221 space group)', 'type': 'small molecule', 'function': 'Antagonist'}]",
6PT2,oprd_human,001_002_022_001,Homo sapiens,A,2.8,2019-12-11,X-ray diffraction,Active,6.6,https://dx.doi.org/10.1126/SCIADV.AAX9115,"[{'name': 'KGCHM07', 'type': 'peptide', 'function': 'Agonist'}]",
6DRY,5ht2b_human,001_001_001_007,Homo sapiens,A,2.92,2018-08-29,X-ray diffraction,Intermediate,4.34,https://dx.doi.org/10.1038/S41594-018-0116-7,"[{'name': 'Methylergonovine', 'type': 'small molecule', 'function': 'Agonist'}]",
7JVQ,drd1_human,001_001_004_001,Homo sapiens,R,3.0,2021-02-24,Electron microscopy,Active,9.06,https://dx.doi.org/10.1016/J.CELL.2021.01.027,"[{'name': 'Apomorphine', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
6OSA,ntr1_human,001_002_021_001,Homo sapiens,R,3.0,2019-07-10,Electron microscopy,Active,6.23,https://dx.doi.org/10.1038/S41586-019-1337-6,"[{'name': 'JMV449', 'type': 'peptide', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnai1_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'C'}}}"
6OY9,opsd_bovin,001_009_001_001,Bos taurus,R,3.9,2019-07-24,Electron microscopy,Active,8.7,https://dx.doi.org/10.1016/J.MOLCEL.2019.06.007,"[{'name': 'Retinal (all-trans)', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnat1_bovin', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_bovin', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg1_bovin', 'chain': 'G'}}}"
6LMK,glr_human,002_001_003_005,Homo sapiens,R,3.7,2020-04-01,Electron microscopy,Active,6.61,https://dx.doi.org/10.1126/SCIENCE.AAZ5346,"[{'name': 'glucagon', 'type': 'peptide', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'C'}}}"
5UEN,aa1r_human,001_006_001_001,Homo sapiens,B,3.2,2017-03-01,X-ray diffraction,Inactive,-1.06,https://dx.doi.org/10.1016/J.CELL.2017.01.042,"[{'name': 'DU172', 'type': 'small molecule', 'function': 'Antagonist'}]",
3V2Y,s1pr1_human,001_004_004_001,Homo sapiens,A,2.8,2012-02-15,X-ray diffraction,Inactive,-0.61,https://dx.doi.org/10.1126/SCIENCE.1215904,"[{'name': '(R)-3-Amino-4-(3-hexylphenylamino)-4-oxobutylphosphonic acid', 'type': 'small molecule', 'function': 'Antagonist'}]",
5GLH,ednrb_human,001_002_007_002,Homo sapiens,A,2.8,2016-09-07,X-ray diffraction,Inactive,-0.17,https://dx.doi.org/10.1038/NATURE19319,"[{'name': 'Endothelin-1', 'type': 'peptide', 'function': 'Agonist'}]",
2I36,opsd_bovin,001_009_001_001,Bos taurus,A,4.1,2006-10-17,X-ray diffraction,Inactive,-0.36,https://dx.doi.org/10.1073/PNAS.0608022103,"[{'name': 'Apo (no ligand)', 'type': 'none', 'function': 'Apo (no ligand)'}]",
3OE8,cxcr4_human,001_003_002_014,Homo sapiens,A,3.1,2010-10-27,X-ray diffraction,Inactive,-1.28,https://dx.doi.org/10.1126/SCIENCE.1194396,"[{'name': 'IT1t', 'type': 'small molecule', 'function': 'Antagonist'}]",
3VGA,aa2ar_human,001_006_001_002,Homo sapiens,A,3.1,2012-02-01,X-ray diffraction,Inactive,-1.4,https://dx.doi.org/10.1038/NATURE10750,"[{'name': 'ZM241385', 'type': 'small molecule', 'function': 'Antagonist'}]",
3CAP,opsd_bovin,001_009_001_001,Bos taurus,A,2.9,2008-06-24,X-ray diffraction,Active,7.91,https://dx.doi.org/10.1038/NATURE07063,"[{'name': 'Apo (no ligand)', 'type': 'none', 'function': 'Apo (no ligand)'}]",
7LJD,drd1_human,001_001_004_001,Homo sapiens,R,3.2,2021-03-03,Electron microscopy,Active,9.13,https://dx.doi.org/10.1101/2021.02.07.430101,"[{'name': 'Mevidalen', 'type': 'small molecule', 'function': 'PAM'}, {'name': 'dopamine', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_rat', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_bovin', 'chain': 'G'}}}"
3PXO,opsd_bovin,001_009_001_001,Bos taurus,A,3.0,2011-03-09,X-ray diffraction,Active,7.94,https://dx.doi.org/10.1038/NATURE09789,"[{'name': 'Retinal (all-trans)', 'type': 'small molecule', 'function': 'Agonist'}]",
2YDO,aa2ar_human,001_006_001_002,Homo sapiens,A,3.0,2011-05-18,X-ray diffraction,Active,6.28,https://dx.doi.org/10.1038/NATURE10136,"[{'name': 'adenosine', 'type': 'small molecule', 'function': 'Agonist'}]",
6WHA,5ht2a_human,001_001_001_006,Homo sapiens,A,3.36,2020-09-23,Electron microscopy,Active,7.78,https://dx.doi.org/10.1016/J.CELL.2020.08.024,"[{'name': '25-CN-NBOH', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnaq_human', 'chain': 'B'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'C'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'D'}}}"
3ZEV,ntr1_rat,001_002_021_001,Rattus norvegicus,A,3.0,2014-01-29,X-ray diffraction,Inactive,0.45,https://dx.doi.org/10.1073/PNAS.1317903111,"[{'name': 'neurotensin', 'type': 'peptide', 'function': 'Agonist'}]",
4J4Q,opsd_bovin,001_009_001_001,Bos taurus,A,2.65,2013-10-30,X-ray diffraction,Active,8.54,https://dx.doi.org/10.1002/ANIE.201302374,"[{'name': 'B-Octylglucoside', 'type': 'small molecule', 'function': 'unknown'}]",
7EZM,cckar_human,001_002_005_001,Homo sapiens,D,2.9,2021-08-25,Electron microscopy,Active,8.06,,"[{'name': 'Cholecystokinin-8', 'type': 'peptide', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnaq_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
6M9T,pe2r3_human,001_004_008_005,Homo sapiens,A,2.5,2018-12-05,X-ray diffraction,Active,7.11,https://dx.doi.org/10.1038/S41589-018-0160-Y,"[{'name': 'Misoprostol-FA', 'type': 'small molecule', 'function': 'Agonist'}]",
6LUQ,drd2_human,001_001_004_002,Homo sapiens,A,3.1,2020-03-04,X-ray diffraction,Inactive,-1.52,https://dx.doi.org/10.1038/S41467-020-14884-Y,"[{'name': 'Haloperidol', 'type': 'small molecule', 'function': 'Antagonist'}]",
7AUE,mc4r_human,001_002_014_004,Homo sapiens,R,2.97,2021-04-28,Electron microscopy,Active,9.0,https://dx.doi.org/10.1126/SCIENCE.ABF7958,"[{'name': 'Aminoserine', 'type': 'peptide', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
6JOD,agtr2_human,001_002_001_002,Homo sapiens,A,3.2,2020-01-15,X-ray diffraction,Active,7.78,https://dx.doi.org/10.1016/J.STR.2019.12.003,"[{'name': 'angiotensin II', 'type': 'peptide', 'function': 'Agonist'}]",
5X33,q9wtk1_cavpo,001_004_002_001,Cavia porcellus,A,3.7,2018-01-03,X-ray diffraction,Inactive,-1.53,https://dx.doi.org/10.1038/NCHEMBIO.2547,"[{'name': 'BIIL-260', 'type': 'small molecule', 'function': 'Antagonist'}]",
5LWE,ccr9_human,001_003_002_009,Homo sapiens,B,2.8,2016-12-07,X-ray diffraction,Inactive,0.09,https://dx.doi.org/10.1038/NATURE20606,"[{'name': 'Vercirnon', 'type': 'small molecule', 'function': 'Allosteric antagonist'}]",
2X72,opsd_bovin,001_009_001_001,Bos taurus,A,3.0,2011-03-16,X-ray diffraction,Active,8.34,https://dx.doi.org/10.1038/NATURE09795,"[{'name': 'Retinal (all-trans)', 'type': 'small molecule', 'function': 'Agonist'}]",
7M8W,pd2r2_human,001_004_008_002,Homo sapiens,A,2.61,2021-08-25,X-ray diffraction,Inactive,-1.42,https://dx.doi.org/10.1073/PNAS.2102813118,"[{'name': '15R-methyl-prostaglandin D2', 'type': 'small molecule', 'function': 'Antagonist'}]",
5ZKP,ptafr_human,001_004_007_001,Homo sapiens,A,2.81,2018-06-20,X-ray diffraction,Other,15.31,https://dx.doi.org/10.1038/S41594-018-0068-Y,"[{'name': 'Foropafant', 'type': 'small molecule', 'function': 'Antagonist'}]",
6D9H,aa1r_human,001_006_001_001,Homo sapiens,R,3.6,2018-06-20,Electron microscopy,Active,9.23,https://dx.doi.org/10.1038/S41586-018-0236-6,"[{'name': 'adenosine', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnai2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
6OL9,acm5_human,001_001_002_005,Homo sapiens,A,2.54,2019-12-11,X-ray diffraction,Inactive,0.19,https://dx.doi.org/10.1073/PNAS.1914446116,"[{'name': 'Tiotropium', 'type': 'small molecule', 'function': 'Inverse agonist'}]",
5A8E,adrb1_melga,001_001_003_007,Meleagris gallopavo,A,2.4,2015-09-30,X-ray diffraction,Inactive,-2.23,https://dx.doi.org/10.1124/MOL.115.101030,"[{'name': '7-methylcyanopindolol', 'type': 'small molecule', 'function': 'Inverse agonist'}]",
7E32,5ht1d_human,001_001_001_003,Homo sapiens,R,2.9,2021-04-21,Electron microscopy,Active,8.95,https://dx.doi.org/10.1038/S41586-021-03376-8,"[{'name': 'Serotonin', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnai1_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
7MBY,cckar_human,001_002_005_001,Homo sapiens,R,2.44,2021-05-26,Electron microscopy,Active,8.44,,"[{'name': 'Cholecystokinin-8', 'type': 'peptide', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnaq_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_rat', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
6KUX,ada2a_human,001_001_003_004,Homo sapiens,A,2.7,2019-12-04,X-ray diffraction,Inactive,-0.96,,"[{'name': 'RSC', 'type': 'small molecule', 'function': 'Antagonist'}]",
6OYA,opsd_bovin,001_009_001_001,Bos taurus,R,3.3,2019-07-24,Electron microscopy,Active,8.5,https://dx.doi.org/10.1016/J.MOLCEL.2019.06.007,"[{'name': 'Retinal (all-trans)', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnat1_bovin', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_bovin', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg1_bovin', 'chain': 'G'}}}"
5ZHP,acm3_rat,001_001_002_003,Rattus norvegicus,B,3.1,2018-11-28,X-ray diffraction,Inactive,0.86,https://dx.doi.org/10.1073/PNAS.1813988115,"[{'name': '(1R,2R,4S,5S,7s)-7-({[4-fluoro-2-(thiophen-2-yl)phenyl]carbamoyl}oxy)-9,9-dimethyl-3-oxa-9-azatricyclo[3.3.1.0~2,4~]nonan-9-ium', 'type': 'small molecule', 'function': 'Antagonist'}]",
5OLO,aa2ar_human,001_006_001_002,Homo sapiens,A,3.1,2018-01-17,X-ray diffraction,Inactive,-0.69,https://dx.doi.org/10.1038/S41598-017-18570-W,"[{'name': 'Tozadenant', 'type': 'small molecule', 'function': 'Antagonist'}]",
6NWE,opsd_bovin,001_009_001_001,Bos taurus,A,2.71,2020-02-12,X-ray diffraction,Active,8.36,,"[{'name': 'B-Octylglucoside', 'type': 'small molecule', 'function': 'unknown'}]",
3RFM,aa2ar_human,001_006_001_002,Homo sapiens,A,3.6,2011-09-07,X-ray diffraction,Inactive,-0.48,https://dx.doi.org/10.1016/J.STR.2011.06.014,"[{'name': 'Caffeine', 'type': 'small molecule', 'function': 'Antagonist'}]",
6KQI,cnr1_human,001_004_005_001,Homo sapiens,A,3.25,2019-10-23,X-ray diffraction,Inactive,-2.24,https://dx.doi.org/10.1038/S41589-019-0387-2,"[{'name': 'CP55940', 'type': 'small molecule', 'function': 'Agonist'}, {'name': 'ORG27569', 'type': 'small molecule', 'function': 'NAM'}]",
5TUD,5ht2b_human,001_001_001_007,Homo sapiens,D,3.0,2017-07-26,X-ray diffraction,Active,8.66,https://dx.doi.org/10.1073/PNAS.1700891114,"[{'name': 'Ergotamine', 'type': 'small molecule', 'function': 'Agonist'}]",
5D6L,adrb2_human,001_001_003_008,Homo sapiens,A,3.2,2016-08-17,X-ray diffraction,Inactive,-0.99,https://dx.doi.org/10.1038/NPROT.2017.057,"[{'name': 'Carazolol', 'type': 'small molecule', 'function': 'Inverse agonist'}]",
7JVP,drd1_human,001_001_004_001,Homo sapiens,R,2.9,2021-02-24,Electron microscopy,Active,9.76,https://dx.doi.org/10.1016/J.CELL.2021.01.027,"[{'name': '39YLC3L0ZU', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
5U09,cnr1_human,001_004_005_001,Homo sapiens,A,2.6,2016-12-07,X-ray diffraction,Inactive,-2.87,https://dx.doi.org/10.1038/NATURE20613,"[{'name': 'Taranabant', 'type': 'small molecule', 'function': 'Inverse agonist'}]",
5ZKC,acm2_human,001_001_002_002,Homo sapiens,A,2.3,2018-11-21,X-ray diffraction,Inactive,0.83,https://dx.doi.org/10.1038/S41589-018-0152-Y,"[{'name': 'N-methyl scopolamine', 'type': 'small molecule', 'function': 'Antagonist'}]",
4ZWJ,opsd_human,001_009_001_001,Homo sapiens,A,3.3,2015-07-29,X-ray diffraction,Active,8.61,https://dx.doi.org/10.1038/NATURE14656,"[{'name': 'Apo (no ligand)', 'type': 'none', 'function': 'Apo (no ligand)'}]","{'type': 'Arrestin', 'data': {'entity1': {'entry_name': 'arrs_mouse', 'chain': 'A'}}}"
2YCZ,adrb1_melga,001_001_003_007,Meleagris gallopavo,B,3.65,2011-06-01,X-ray diffraction,Inactive,-1.72,https://dx.doi.org/10.1073/PNAS.1100185108,"[{'name': 'Iodocyanopindolol', 'type': 'small molecule', 'function': 'Antagonist'}]",
5UIW,ccr5_human,001_003_002_005,Homo sapiens,A,2.2,2017-06-28,X-ray diffraction,Inactive,1.02,https://dx.doi.org/10.1016/J.IMMUNI.2017.05.002,"[{'name': '5P7-CCL5', 'type': 'protein', 'function': 'Antagonist'}]",
6DO1,agtr1_human,001_002_001_001,Homo sapiens,A,2.9,2019-01-30,X-ray diffraction,Active,8.03,https://dx.doi.org/10.1016/J.CELL.2018.12.006,"[{'name': '(Sar1,Ile8)-Angiotensin II', 'type': 'peptide', 'function': 'Agonist'}]",
5W0P,opsd_human,001_009_001_001,Homo sapiens,D,3.01,2017-08-09,X-ray diffraction,Active,8.63,https://dx.doi.org/10.1016/J.CELL.2017.07.002,"[{'name': 'Apo (no ligand)', 'type': 'none', 'function': 'Apo (no ligand)'}]","{'type': 'Arrestin', 'data': {'entity1': {'entry_name': 'arrs_mouse', 'chain': 'D'}}}"
6RZ4,cltr1_human,001_004_002_003,Homo sapiens,A,2.7,2019-10-30,X-ray diffraction,Intermediate,6.35,https://dx.doi.org/10.1126/SCIADV.AAX2518,"[{'name': 'Pranlukast', 'type': 'small molecule', 'function': 'Antagonist'}]",
5OM4,aa2ar_human,001_006_001_002,Homo sapiens,A,2.0,2018-01-17,X-ray diffraction,Inactive,-0.66,https://dx.doi.org/10.1038/S41598-017-18570-W,"[{'name': '4-(3-amino-5-phenyl-1,2,4-triazin-6-yl)-2-chlorophenol', 'type': 'small molecule', 'function': 'Antagonist'}]",
4U16,acm3_rat,001_001_002_003,Rattus norvegicus,B,3.7,2014-11-26,X-ray diffraction,Inactive,0.2,https://dx.doi.org/10.1016/J.STR.2014.08.022,"[{'name': 'N-methyl scopolamine', 'type': 'small molecule', 'function': 'Antagonist'}]",
6KO5,ghsr_human,001_002_010_001,Homo sapiens,A,3.3,2020-08-12,X-ray diffraction,Inactive,-1.23,,"[{'name': '6-(4-Bromo-2-fluorophenoxy)-2-methyl-3-[[(3S)-1-propan-2-ylpiperidin-3-yl]methyl]pyrido[3,2-d]pyrimidin-4-one', 'type': 'small molecule', 'function': 'Antagonist'}]",
6TPJ,ox2r_human,001_002_023_002,Homo sapiens,A,2.74,2020-01-01,X-ray diffraction,Inactive,-0.83,https://dx.doi.org/10.1021/ACS.JMEDCHEM.9B01787,"[{'name': 'Suvorexant', 'type': 'small molecule', 'function': 'Antagonist'}]",
3NY8,adrb2_human,001_001_003_008,Homo sapiens,A,2.84,2010-08-11,X-ray diffraction,Inactive,-1.26,https://dx.doi.org/10.1021/JA105108Q,"[{'name': 'ICI-118551', 'type': 'small molecule', 'function': 'Inverse agonist'}]",
5DHG,oprx_human,001_002_022_004,Homo sapiens,A,3.0,2015-10-21,X-ray diffraction,Inactive,-1.28,https://dx.doi.org/10.1016/J.STR.2015.07.024,"[{'name': 'C-35', 'type': 'small molecule', 'function': 'Antagonist'}]",
7BR3,gnrhr_human,001_002_011_001,Homo sapiens,A,2.79,2020-10-07,X-ray diffraction,Inactive,0.88,,"[{'name': 'Elagolix', 'type': 'small molecule', 'function': 'Antagonist'}]",
6TQ7,ox1r_human,001_002_023_001,Homo sapiens,A,2.66,2020-01-01,X-ray diffraction,Inactive,-1.09,https://dx.doi.org/10.1021/ACS.JMEDCHEM.9B01787,"[{'name': 'SB-334867', 'type': 'small molecule', 'function': 'Antagonist'}]",
5IUB,aa2ar_human,001_006_001_002,Homo sapiens,A,2.1,2016-06-29,X-ray diffraction,Inactive,-0.87,https://dx.doi.org/10.1021/ACS.JMEDCHEM.6B00653,"[{'name': 'Q27456344', 'type': 'small molecule', 'function': 'Antagonist'}]",
6TO7,ox1r_human,001_002_023_001,Homo sapiens,A,2.26,2020-01-01,X-ray diffraction,Inactive,-0.68,https://dx.doi.org/10.1021/ACS.JMEDCHEM.9B01787,"[{'name': 'Suvorexant', 'type': 'small molecule', 'function': 'Antagonist'}]",
5F8U,adrb1_melga,001_001_003_007,Meleagris gallopavo,A,3.35,2015-12-23,X-ray diffraction,Inactive,-0.51,https://dx.doi.org/10.1038/NSMB.3130,"[{'name': '(S)-Cyanopindolol', 'type': 'small molecule', 'function': 'Antagonist'}]",
5YWY,pe2r4_human,001_004_008_006,Homo sapiens,A,3.2,2018-12-05,X-ray diffraction,Inactive,-0.97,https://dx.doi.org/10.1038/S41589-018-0131-3,"[{'name': 'ONO-AE3-208', 'type': 'small molecule', 'function': 'Antagonist'}]",
6TQ6,ox1r_human,001_002_023_001,Homo sapiens,B,2.55,2020-01-01,X-ray diffraction,Inactive,-0.92,https://dx.doi.org/10.1021/ACS.JMEDCHEM.9B01787,"[{'name': '2-(5-methylsulfonylpyridin-3-yl)-1,1-bis(oxidanylidene)-4-[[2,4,6-tris(fluoranyl)phenyl]methyl]pyrido[2,3-e][1,2,4]thiadiazin-3-one', 'type': 'small molecule', 'function': 'Antagonist'}]",
4PHU,ffar1_human,001_004_001_001,Homo sapiens,A,2.33,2014-07-16,X-ray diffraction,Intermediate,3.58,https://dx.doi.org/10.1038/NATURE13494,"[{'name': 'Fasiglifam', 'type': 'small molecule', 'function': 'Agonist'}]",
2G87,opsd_bovin,001_009_001_001,Bos taurus,A,2.6,2006-09-02,X-ray diffraction,Inactive,-0.18,https://dx.doi.org/10.1002/ANIE.200600595,"[{'name': 'Retinal (all-trans)', 'type': 'small molecule', 'function': 'Agonist'}]",
7LJC,drd1_human,001_001_004_001,Homo sapiens,R,3.0,2021-03-03,Electron microscopy,Active,9.33,https://dx.doi.org/10.1101/2021.02.07.430101,"[{'name': 'Mevidalen', 'type': 'small molecule', 'function': 'PAM'}, {'name': '743408-71-1', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_rat', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_bovin', 'chain': 'G'}}}"
1HZX,opsd_bovin,001_009_001_001,Bos taurus,A,2.8,2001-07-04,X-ray diffraction,Inactive,-0.02,https://dx.doi.org/10.1021/BI0155091,"[{'name': 'Retinal (11-cis)', 'type': 'small molecule', 'function': 'Inverse agonist'}]",
6NBH,pth1r_human,002_001_004_001,Homo sapiens,R,3.5,2019-04-17,Electron microscopy,Active,6.52,https://dx.doi.org/10.1126/SCIENCE.AAV7942,"[{'name': 'Long-acting parathyroid hormone analog', 'type': 'peptide', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_bovin', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_rat', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_bovin', 'chain': 'G'}}}"
7DD5,casr_human,004_001_001_001,Homo sapiens,A,3.2,2021-06-16,Electron microscopy,Inactive,4.04,https://dx.doi.org/10.1126/SCIADV.ABG1483,"[{'name': 'Calcium ion', 'type': 'ion', 'function': 'Agonist'}, {'name': 'Tryptophan', 'type': 'amino acid', 'function': 'PAM'}, {'name': 'NPS-2143', 'type': 'small molecule', 'function': 'NAM'}]",
6FFI,grm5_human,004_002_002_005,Homo sapiens,A,2.2,2018-03-07,X-ray diffraction,Inactive,4.49,https://dx.doi.org/10.1021/ACS.JMEDCHEM.7B01722,"[{'name': '2-[2-(3-methoxyphenyl)ethynyl]-6-methyl-pyridine', 'type': 'small molecule', 'function': 'NAM'}]",
6A93,5ht2a_human,001_001_001_006,Homo sapiens,A,3.0,2019-02-13,X-ray diffraction,Inactive,-0.48,https://dx.doi.org/10.1038/S41594-018-0180-Z,"[{'name': 'Risperidone', 'type': 'small molecule', 'function': 'Antagonist'}]",
